kindName;otherKindName;count;count_unique;min_time;max_time;avg_time
taskCostSpent;taskAssigned;;80;1556960327000;1556960327000;1556960327000.0
taskAssigned;taskCostSpent;;80;1556959617000;1556959617000;1556959617000.0
taskCostSpent;taskDelivered;;80;1556960327000;1556960327000;1556960327000.0
taskDelivered;taskDelivered;;70;1556959590000;1556959590000;1556959590000.0
taskDelivered;taskComplete;;79;1556959580000;1556959580000;1556959580000.0
taskComplete;taskOperation;;82;1556959610000;1556959610000;1556959610000.0
taskOperation;taskSupported;;79;1556959580000;1556959580000;1556959580000.0
taskSupported;taskCostSpent;;79;1556959640000;1556959640000;1556959640000.0
taskCostSpent;taskOperation;;79;1556959640000;1556959640000;1556959640000.0
taskOperation;taskSupported;;70;1556959590000;1556959590000;1556959590000.0
taskSupported;taskCostSpent;;70;1556959650000;1556959650000;1556959650000.0
taskCostSpent;taskFinished;;70;1556959650000;1556959650000;1556959650000.0
taskFinished;taskComplete;;82;1556959610000;1556959610000;1556959610000.0
taskComplete;taskComplete;;55;1556959605000;1556959605000;1556959605000.0
taskComplete;taskDelivered;;51;1556959598000;1556959598000;1556959598000.0
taskDelivered;taskDelivered;;51;1556959598000;1556959598000;1556959598000.0
taskDelivered;taskOperation;;55;1556959605000;1556959605000;1556959605000.0
taskOperation;taskCostSpent;;51;1556959598000;1556959598000;1556959598000.0
taskCostSpent;taskAssigned;;51;1556959658000;1556959658000;1556959658000.0
taskAssigned;taskSupported;;51;1556959598000;1556959598000;1556959598000.0
taskSupported;taskCostSpent;;51;1556959658000;1556959658000;1556959658000.0
taskCostSpent;taskOperation;;51;1556959658000;1556959658000;1556959658000.0
taskOperation;taskCostSpent;;55;1556959605000;1556959605000;1556959605000.0
taskCostSpent;taskAssigned;;55;1556959665000;1556959665000;1556959665000.0
taskAssigned;taskSupported;;55;1556959605000;1556959605000;1556959605000.0
taskSupported;taskCostSpent;;55;1556959665000;1556959665000;1556959665000.0
taskCostSpent;taskNew;;55;1556959665000;1556959665000;1556959665000.0
taskNew;taskDelivered;;86;1556959628000;1556959628000;1556959628000.0
taskDelivered;taskComplete;;86;1556959628000;1556959628000;1556959628000.0
taskComplete;taskOperation;;84;1556959627000;1556959627000;1556959627000.0
taskOperation;taskCostSpent;;86;1556959628000;1556959628000;1556959628000.0
taskCostSpent;taskAssigned;;86;1556960484000;1556960484000;1556960484000.0
taskAssigned;taskCostSpent;;86;1556959628000;1556959628000;1556959628000.0
taskCostSpent;taskComplete;;86;1556960484000;1556960484000;1556960484000.0
taskComplete;taskComplete;;70;1556959650000;1556959650000;1556959650000.0
taskComplete;taskFinished;;79;1556959640000;1556959640000;1556959640000.0
taskFinished;taskFinished;;79;1556959640000;1556959640000;1556959640000.0
taskFinished;taskDelivered;;70;1556959650000;1556959650000;1556959650000.0
taskDelivered;taskOperation;;64;1556959623000;1556959623000;1556959623000.0
taskOperation;taskCostSpent;;64;1556959623000;1556959623000;1556959623000.0
taskCostSpent;taskAssigned;;64;1556960103000;1556960103000;1556960103000.0
taskAssigned;taskCostSpent;;64;1556959623000;1556959623000;1556959623000.0
taskCostSpent;taskComplete;;64;1556960103000;1556960103000;1556960103000.0
taskComplete;taskComplete;;55;1556959665000;1556959665000;1556959665000.0
taskComplete;taskFinished;;51;1556959658000;1556959658000;1556959658000.0
taskFinished;taskFinished;;51;1556959658000;1556959658000;1556959658000.0
taskFinished;taskDelivered;;55;1556959665000;1556959665000;1556959665000.0
taskDelivered;taskOperation;;84;1556959687000;1556959687000;1556959687000.0
taskOperation;taskSupported;;84;1556959687000;1556959687000;1556959687000.0
taskSupported;taskSupported;;84;1556960287000;1556960287000;1556960287000.0
taskSupported;taskCostSpent;;84;1556960287000;1556960287000;1556960287000.0
taskCostSpent;taskComplete;;84;1556960287000;1556960287000;1556960287000.0
taskComplete;taskComplete;;73;1556959695000;1556959695000;1556959695000.0
taskComplete;taskDelivered;;63;1556959714000;1556959714000;1556959714000.0
taskDelivered;taskOperation;;63;1556959714000;1556959714000;1556959714000.0
taskOperation;taskCostSpent;;63;1556959714000;1556959714000;1556959714000.0
taskCostSpent;taskAssigned;;63;1556959774000;1556959774000;1556959774000.0
taskAssigned;taskSupported;;63;1556959714000;1556959714000;1556959714000.0
taskSupported;taskCostSpent;;63;1556959774000;1556959774000;1556959774000.0
taskCostSpent;taskNew;;63;1556959774000;1556959774000;1556959774000.0
taskNew;taskDelivered;;87;1556959757000;1556959757000;1556959757000.0
taskDelivered;taskOperation;;87;1556959757000;1556959757000;1556959757000.0
taskOperation;taskCostSpent;;87;1556959757000;1556959757000;1556959757000.0
taskCostSpent;taskAssigned;;87;1556960387000;1556960387000;1556960387000.0
taskAssigned;taskCostSpent;;87;1556959757000;1556959757000;1556959757000.0
taskCostSpent;taskComplete;;87;1556960387000;1556960387000;1556960387000.0
taskComplete;taskDelivered;;74;1556959762000;1556959762000;1556959762000.0
taskDelivered;taskComplete;;61;1556959791000;1556959791000;1556959791000.0
taskComplete;taskOperation;;50;1556959771000;1556959771000;1556959771000.0
taskOperation;taskCostSpent;;61;1556959791000;1556959791000;1556959791000.0
taskCostSpent;taskAssigned;;61;1556960147000;1556960147000;1556960147000.0
taskAssigned;taskCostSpent;;61;1556959791000;1556959791000;1556959791000.0
taskCostSpent;taskDelivered;;61;1556960147000;1556960147000;1556960147000.0
taskDelivered;taskComplete;;50;1556959771000;1556959771000;1556959771000.0
taskComplete;taskOperation;;63;1556959774000;1556959774000;1556959774000.0
taskOperation;taskCostSpent;;50;1556959771000;1556959771000;1556959771000.0
taskCostSpent;taskAssigned;;50;1556959831000;1556959831000;1556959831000.0
taskAssigned;taskSupported;;50;1556959771000;1556959771000;1556959771000.0
taskSupported;taskCostSpent;;50;1556959831000;1556959831000;1556959831000.0
taskCostSpent;taskFinished;;50;1556959831000;1556959831000;1556959831000.0
taskFinished;taskNew;;63;1556959774000;1556959774000;1556959774000.0
taskNew;taskDelivered;;88;1556959833000;1556959833000;1556959833000.0
taskDelivered;taskComplete;;88;1556959833000;1556959833000;1556959833000.0
taskComplete;taskOperation;;85;1556959815000;1556959815000;1556959815000.0
taskOperation;taskCostSpent;;88;1556959833000;1556959833000;1556959833000.0
taskCostSpent;taskAssigned;;88;1556960445000;1556960445000;1556960445000.0
taskAssigned;taskCostSpent;;88;1556959833000;1556959833000;1556959833000.0
taskCostSpent;taskDelivered;;88;1556960445000;1556960445000;1556960445000.0
taskDelivered;taskOperation;;74;1556959822000;1556959822000;1556959822000.0
taskOperation;taskSupported;;74;1556959822000;1556959822000;1556959822000.0
taskSupported;taskCostSpent;;74;1556959882000;1556959882000;1556959882000.0
taskCostSpent;taskComplete;;74;1556959882000;1556959882000;1556959882000.0
taskComplete;taskFinished;;50;1556959831000;1556959831000;1556959831000.0
taskFinished;taskDelivered;;50;1556959831000;1556959831000;1556959831000.0
taskDelivered;taskOperation;;85;1556959875000;1556959875000;1556959875000.0
taskOperation;taskSupported;;85;1556959875000;1556959875000;1556959875000.0
taskSupported;taskSupported;;85;1556960475000;1556960475000;1556960475000.0
taskSupported;taskCostSpent;;85;1556960475000;1556960475000;1556960475000.0
taskCostSpent;taskComplete;;85;1556960475000;1556960475000;1556960475000.0
taskComplete;taskFinished;;74;1556959882000;1556959882000;1556959882000.0
taskFinished;taskDelivered;;74;1556959882000;1556959882000;1556959882000.0
taskDelivered;taskOperation;;62;1556959873000;1556959873000;1556959873000.0
taskOperation;taskCostSpent;;62;1556959873000;1556959873000;1556959873000.0
taskCostSpent;taskAssigned;;62;1556960237000;1556960237000;1556960237000.0
taskAssigned;taskCostSpent;;62;1556959873000;1556959873000;1556959873000.0
taskCostSpent;taskDelivered;;62;1556960237000;1556960237000;1556960237000.0
taskDelivered;taskComplete;;57;1556959940000;1556959940000;1556959940000.0
taskComplete;taskOperation;;58;1556959963000;1556959963000;1556959963000.0
taskOperation;taskCostSpent;;57;1556959940000;1556959940000;1556959940000.0
taskCostSpent;taskAssigned;;57;1556960322000;1556960322000;1556960322000.0
taskAssigned;taskCostSpent;;57;1556959940000;1556959940000;1556959940000.0
taskCostSpent;taskDelivered;;57;1556960322000;1556960322000;1556960322000.0
taskDelivered;taskOperation;;58;1556959963000;1556959963000;1556959963000.0
taskOperation;taskCostSpent;;58;1556959963000;1556959963000;1556959963000.0
taskCostSpent;taskAssigned;;58;1556960023000;1556960023000;1556960023000.0
taskAssigned;taskSupported;;58;1556959963000;1556959963000;1556959963000.0
taskSupported;taskCostSpent;;58;1556960023000;1556960023000;1556960023000.0
taskCostSpent;taskNew;;58;1556960023000;1556960023000;1556960023000.0
taskNew;taskNew;;89;1556959999000;1556959999000;1556959999000.0
taskNew;taskDelivered;;90;1556960003000;1556960003000;1556960003000.0
taskDelivered;taskDelivered;;90;1556960003000;1556960003000;1556960003000.0
taskDelivered;taskOperation;;89;1556959999000;1556959999000;1556959999000.0
taskOperation;taskCostSpent;;89;1556959999000;1556959999000;1556959999000.0
taskCostSpent;taskAssigned;;89;1556960736000;1556960736000;1556960736000.0
taskAssigned;taskCostSpent;;89;1556959999000;1556959999000;1556959999000.0
taskCostSpent;taskOperation;;89;1556960736000;1556960736000;1556960736000.0
taskOperation;taskCostSpent;;90;1556960003000;1556960003000;1556960003000.0
taskCostSpent;taskAssigned;;90;1556960883000;1556960883000;1556960883000.0
taskAssigned;taskCostSpent;;90;1556960003000;1556960003000;1556960003000.0
taskCostSpent;taskComplete;;90;1556960883000;1556960883000;1556960883000.0
taskComplete;taskFinished;;58;1556960023000;1556960023000;1556960023000.0
taskFinished;taskComplete;;58;1556960023000;1556960023000;1556960023000.0
taskComplete;taskDelivered;;83;1556960090000;1556960090000;1556960090000.0
taskDelivered;taskComplete;;83;1556960150000;1556960150000;1556960150000.0
taskComplete;taskComplete;;77;1556960104000;1556960104000;1556960104000.0
taskComplete;taskOperation;;76;1556960137000;1556960137000;1556960137000.0
taskOperation;taskCostSpent;;83;1556960150000;1556960150000;1556960150000.0
taskCostSpent;taskAssigned;;83;1556960781000;1556960781000;1556960781000.0
taskAssigned;taskCostSpent;;83;1556960150000;1556960150000;1556960150000.0
taskCostSpent;taskComplete;;83;1556960781000;1556960781000;1556960781000.0
taskComplete;taskComplete;;61;1556960147000;1556960147000;1556960147000.0
taskComplete;taskDelivered;;64;1556960103000;1556960103000;1556960103000.0
taskDelivered;taskDelivered;;64;1556960103000;1556960103000;1556960103000.0
taskDelivered;taskOperation;;61;1556960147000;1556960147000;1556960147000.0
taskOperation;taskCostSpent;;64;1556960103000;1556960103000;1556960103000.0
taskCostSpent;taskAssigned;;64;1556960163000;1556960163000;1556960163000.0
taskAssigned;taskSupported;;64;1556960103000;1556960103000;1556960103000.0
taskSupported;taskCostSpent;;64;1556960163000;1556960163000;1556960163000.0
taskCostSpent;taskOperation;;64;1556960163000;1556960163000;1556960163000.0
taskOperation;taskCostSpent;;61;1556960147000;1556960147000;1556960147000.0
taskCostSpent;taskAssigned;;61;1556960207000;1556960207000;1556960207000.0
taskAssigned;taskSupported;;61;1556960147000;1556960147000;1556960147000.0
taskSupported;taskCostSpent;;61;1556960207000;1556960207000;1556960207000.0
taskCostSpent;taskComplete;;61;1556960207000;1556960207000;1556960207000.0
taskComplete;taskComplete;;61;1556960207000;1556960207000;1556960207000.0
taskComplete;taskFinished;;64;1556960163000;1556960163000;1556960163000.0
taskFinished;taskFinished;;64;1556960163000;1556960163000;1556960163000.0
taskFinished;taskComplete;;61;1556960207000;1556960207000;1556960207000.0
taskComplete;taskComplete;;81;1556960240000;1556960240000;1556960240000.0
taskComplete;taskDelivered;;62;1556960237000;1556960237000;1556960237000.0
taskDelivered;taskOperation;;62;1556960237000;1556960237000;1556960237000.0
taskOperation;taskCostSpent;;62;1556960237000;1556960237000;1556960237000.0
taskCostSpent;taskAssigned;;62;1556960297000;1556960297000;1556960297000.0
taskAssigned;taskSupported;;62;1556960237000;1556960237000;1556960237000.0
taskSupported;taskCostSpent;;62;1556960297000;1556960297000;1556960297000.0
taskCostSpent;taskNew;;62;1556960297000;1556960297000;1556960297000.0
taskNew;taskDelivered;;91;1556960295000;1556960295000;1556960295000.0
taskDelivered;taskOperation;;91;1556960295000;1556960295000;1556960295000.0
taskOperation;taskCostSpent;;91;1556960295000;1556960295000;1556960295000.0
taskCostSpent;taskAssigned;;91;1556961143000;1556961143000;1556961143000.0
taskAssigned;taskCostSpent;;91;1556960295000;1556960295000;1556960295000.0
taskCostSpent;taskComplete;;91;1556961143000;1556961143000;1556961143000.0
taskComplete;taskComplete;;84;1556960287000;1556960287000;1556960287000.0
taskComplete;taskDelivered;;80;1556960327000;1556960327000;1556960327000.0
taskDelivered;taskOperation;;81;1556960300000;1556960300000;1556960300000.0
taskOperation;taskSupported;;81;1556960300000;1556960300000;1556960300000.0
taskSupported;taskCostSpent;;81;1556960360000;1556960360000;1556960360000.0
taskCostSpent;taskComplete;;81;1556960360000;1556960360000;1556960360000.0
taskComplete;taskDelivered;;57;1556960322000;1556960322000;1556960322000.0
taskDelivered;taskComplete;;57;1556960322000;1556960322000;1556960322000.0
taskComplete;taskOperation;;62;1556960297000;1556960297000;1556960297000.0
taskOperation;taskCostSpent;;57;1556960322000;1556960322000;1556960322000.0
taskCostSpent;taskAssigned;;57;1556960382000;1556960382000;1556960382000.0
taskAssigned;taskSupported;;57;1556960322000;1556960322000;1556960322000.0
taskSupported;taskCostSpent;;57;1556960382000;1556960382000;1556960382000.0
taskCostSpent;taskFinished;;57;1556960382000;1556960382000;1556960382000.0
taskFinished;taskComplete;;62;1556960297000;1556960297000;1556960297000.0
taskComplete;taskDelivered;;87;1556960387000;1556960387000;1556960387000.0
taskDelivered;taskComplete;;84;1556960347000;1556960347000;1556960347000.0
taskComplete;taskOperation;;81;1556960360000;1556960360000;1556960360000.0
taskOperation;taskSupported;;84;1556960347000;1556960347000;1556960347000.0
taskSupported;taskCostSpent;;84;1556960407000;1556960407000;1556960407000.0
taskCostSpent;taskFinished;;84;1556960407000;1556960407000;1556960407000.0
taskFinished;taskComplete;;81;1556960360000;1556960360000;1556960360000.0
taskComplete;taskFinished;;57;1556960382000;1556960382000;1556960382000.0
taskFinished;taskComplete;;57;1556960382000;1556960382000;1556960382000.0
taskComplete;taskDelivered;;88;1556960445000;1556960445000;1556960445000.0
taskDelivered;taskOperation;;87;1556960447000;1556960447000;1556960447000.0
taskOperation;taskSupported;;87;1556960447000;1556960447000;1556960447000.0
taskSupported;taskSupported;;87;1556961047000;1556961047000;1556961047000.0
taskSupported;taskCostSpent;;87;1556961047000;1556961047000;1556961047000.0
taskCostSpent;taskComplete;;87;1556961047000;1556961047000;1556961047000.0
taskComplete;taskComplete;;78;1556960422000;1556960422000;1556960422000.0
taskComplete;taskFinished;;84;1556960407000;1556960407000;1556960407000.0
taskFinished;taskNew;;84;1556960407000;1556960407000;1556960407000.0
taskNew;taskDelivered;;92;1556960489000;1556960489000;1556960489000.0
taskDelivered;taskComplete;;92;1556960489000;1556960489000;1556960489000.0
taskComplete;taskOperation;;86;1556960484000;1556960484000;1556960484000.0
taskOperation;taskCostSpent;;92;1556960489000;1556960489000;1556960489000.0
taskCostSpent;taskAssigned;;92;1556961330000;1556961330000;1556961330000.0
taskAssigned;taskCostSpent;;92;1556960489000;1556960489000;1556960489000.0
taskCostSpent;taskDelivered;;92;1556961330000;1556961330000;1556961330000.0
taskDelivered;taskComplete;;88;1556960505000;1556960505000;1556960505000.0
taskComplete;taskOperation;;85;1556960475000;1556960475000;1556960475000.0
taskOperation;taskSupported;;88;1556960505000;1556960505000;1556960505000.0
taskSupported;taskSupported;;88;1556961105000;1556961105000;1556961105000.0
taskSupported;taskCostSpent;;88;1556961105000;1556961105000;1556961105000.0
taskCostSpent;taskDelivered;;88;1556961105000;1556961105000;1556961105000.0
taskDelivered;taskOperation;;69;1556960465000;1556960465000;1556960465000.0
taskOperation;taskCostSpent;;69;1556960465000;1556960465000;1556960465000.0
taskCostSpent;taskAssigned;;69;1556961053000;1556961053000;1556961053000.0
taskAssigned;taskCostSpent;;69;1556960465000;1556960465000;1556960465000.0
taskCostSpent;taskDelivered;;69;1556961053000;1556961053000;1556961053000.0
taskDelivered;taskOperation;;86;1556960544000;1556960544000;1556960544000.0
taskOperation;taskSupported;;86;1556960544000;1556960544000;1556960544000.0
taskSupported;taskSupported;;86;1556961144000;1556961144000;1556961144000.0
taskSupported;taskCostSpent;;86;1556961144000;1556961144000;1556961144000.0
taskCostSpent;taskDelivered;;86;1556961144000;1556961144000;1556961144000.0
taskDelivered;taskOperation;;85;1556960535000;1556960535000;1556960535000.0
taskOperation;taskCostSpent;;85;1556960535000;1556960535000;1556960535000.0
taskCostSpent;taskAssigned;;85;1556961424000;1556961424000;1556961424000.0
taskAssigned;taskCostSpent;;85;1556960535000;1556960535000;1556960535000.0
taskCostSpent;taskNew;;85;1556961424000;1556961424000;1556961424000.0
taskNew;taskDelivered;;93;1556960631000;1556960631000;1556960631000.0
taskDelivered;taskOperation;;93;1556960631000;1556960631000;1556960631000.0
taskOperation;taskCostSpent;;93;1556960631000;1556960631000;1556960631000.0
taskCostSpent;taskAssigned;;93;1556961314000;1556961314000;1556961314000.0
taskAssigned;taskCostSpent;;93;1556960631000;1556960631000;1556960631000.0
taskCostSpent;taskDelivered;;93;1556961314000;1556961314000;1556961314000.0
taskDelivered;taskOperation;;67;1556960592000;1556960592000;1556960592000.0
taskOperation;taskCostSpent;;67;1556960592000;1556960592000;1556960592000.0
taskCostSpent;taskAssigned;;67;1556961058000;1556961058000;1556961058000.0
taskAssigned;taskCostSpent;;67;1556960592000;1556960592000;1556960592000.0
taskCostSpent;taskNew;;67;1556961058000;1556961058000;1556961058000.0
taskNew;taskDelivered;;94;1556960663000;1556960663000;1556960663000.0
taskDelivered;taskOperation;;94;1556960663000;1556960663000;1556960663000.0
taskOperation;taskCostSpent;;94;1556960663000;1556960663000;1556960663000.0
taskCostSpent;taskAssigned;;94;1556961544000;1556961544000;1556961544000.0
taskAssigned;taskCostSpent;;94;1556960663000;1556960663000;1556960663000.0
taskCostSpent;taskComplete;;94;1556961544000;1556961544000;1556961544000.0
taskComplete;taskDelivered;;89;1556960736000;1556960736000;1556960736000.0
taskDelivered;taskOperation;;72;1556960702000;1556960702000;1556960702000.0
taskOperation;taskCostSpent;;72;1556960702000;1556960702000;1556960702000.0
taskCostSpent;taskAssigned;;72;1556961142000;1556961142000;1556961142000.0
taskAssigned;taskCostSpent;;72;1556960702000;1556960702000;1556960702000.0
taskCostSpent;taskDelivered;;72;1556961142000;1556961142000;1556961142000.0
taskDelivered;taskOperation;;89;1556960796000;1556960796000;1556960796000.0
taskOperation;taskSupported;;89;1556960796000;1556960796000;1556960796000.0
taskSupported;taskSupported;;89;1556961396000;1556961396000;1556961396000.0
taskSupported;taskCostSpent;;89;1556961396000;1556961396000;1556961396000.0
taskCostSpent;taskComplete;;89;1556961396000;1556961396000;1556961396000.0
taskComplete;taskComplete;;83;1556960781000;1556960781000;1556960781000.0
taskComplete;taskDelivered;;90;1556960883000;1556960883000;1556960883000.0
taskDelivered;taskOperation;;90;1556960943000;1556960943000;1556960943000.0
taskOperation;taskSupported;;90;1556960943000;1556960943000;1556960943000.0
taskSupported;taskSupported;;90;1556961543000;1556961543000;1556961543000.0
taskSupported;taskCostSpent;;90;1556961543000;1556961543000;1556961543000.0
taskCostSpent;taskNew;;90;1556961543000;1556961543000;1556961543000.0
taskNew;taskNew;;95;1556961012000;1556961012000;1556961012000.0
taskNew;taskDelivered;;96;1556961056000;1556961056000;1556961056000.0
taskDelivered;taskDelivered;;96;1556961056000;1556961056000;1556961056000.0
taskDelivered;taskOperation;;95;1556961012000;1556961012000;1556961012000.0
taskOperation;taskCostSpent;;95;1556961012000;1556961012000;1556961012000.0
taskCostSpent;taskAssigned;;95;1556961774000;1556961774000;1556961774000.0
taskAssigned;taskCostSpent;;95;1556961012000;1556961012000;1556961012000.0
taskCostSpent;taskOperation;;95;1556961774000;1556961774000;1556961774000.0
taskOperation;taskCostSpent;;96;1556961056000;1556961056000;1556961056000.0
taskCostSpent;taskAssigned;;96;1556961795000;1556961795000;1556961795000.0
taskAssigned;taskCostSpent;;96;1556961056000;1556961056000;1556961056000.0
taskCostSpent;taskComplete;;96;1556961795000;1556961795000;1556961795000.0
taskComplete;taskComplete;;87;1556961047000;1556961047000;1556961047000.0
taskComplete;taskComplete;;67;1556961058000;1556961058000;1556961058000.0
taskComplete;taskDelivered;;69;1556961053000;1556961053000;1556961053000.0
taskDelivered;taskDelivered;;69;1556961053000;1556961053000;1556961053000.0
taskDelivered;taskOperation;;67;1556961058000;1556961058000;1556961058000.0
taskOperation;taskCostSpent;;69;1556961053000;1556961053000;1556961053000.0
taskCostSpent;taskAssigned;;69;1556961113000;1556961113000;1556961113000.0
taskAssigned;taskSupported;;69;1556961053000;1556961053000;1556961053000.0
taskSupported;taskCostSpent;;69;1556961113000;1556961113000;1556961113000.0
taskCostSpent;taskOperation;;69;1556961113000;1556961113000;1556961113000.0
taskOperation;taskCostSpent;;67;1556961058000;1556961058000;1556961058000.0
taskCostSpent;taskAssigned;;67;1556961118000;1556961118000;1556961118000.0
taskAssigned;taskSupported;;67;1556961058000;1556961058000;1556961058000.0
taskSupported;taskCostSpent;;67;1556961118000;1556961118000;1556961118000.0
taskCostSpent;taskNew;;67;1556961118000;1556961118000;1556961118000.0
taskNew;taskDelivered;;97;1556961062000;1556961062000;1556961062000.0
taskDelivered;taskOperation;;97;1556961062000;1556961062000;1556961062000.0
taskOperation;taskCostSpent;;97;1556961062000;1556961062000;1556961062000.0
taskCostSpent;taskAssigned;;97;1556961844000;1556961844000;1556961844000.0
taskAssigned;taskCostSpent;;97;1556961062000;1556961062000;1556961062000.0
taskCostSpent;taskComplete;;97;1556961844000;1556961844000;1556961844000.0
taskComplete;taskDelivered;;88;1556961105000;1556961105000;1556961105000.0
taskDelivered;taskOperation;;87;1556961107000;1556961107000;1556961107000.0
taskOperation;taskCostSpent;;87;1556961107000;1556961107000;1556961107000.0
taskCostSpent;taskAssigned;;87;1556961869000;1556961869000;1556961869000.0
taskAssigned;taskCostSpent;;87;1556961107000;1556961107000;1556961107000.0
taskCostSpent;taskDelivered;;87;1556961869000;1556961869000;1556961869000.0
taskDelivered;taskDelivered;;80;1556961104000;1556961104000;1556961104000.0
taskDelivered;taskOperation;;68;1556961086000;1556961086000;1556961086000.0
taskOperation;taskCostSpent;;68;1556961086000;1556961086000;1556961086000.0
taskCostSpent;taskAssigned;;68;1556961516000;1556961516000;1556961516000.0
taskAssigned;taskCostSpent;;68;1556961086000;1556961086000;1556961086000.0
taskCostSpent;taskOperation;;68;1556961516000;1556961516000;1556961516000.0
taskOperation;taskCostSpent;;80;1556961104000;1556961104000;1556961104000.0
taskCostSpent;taskAssigned;;80;1556961587000;1556961587000;1556961587000.0
taskAssigned;taskCostSpent;;80;1556961104000;1556961104000;1556961104000.0
taskCostSpent;taskComplete;;80;1556961587000;1556961587000;1556961587000.0
taskComplete;taskComplete;;67;1556961118000;1556961118000;1556961118000.0
taskComplete;taskFinished;;69;1556961113000;1556961113000;1556961113000.0
taskFinished;taskFinished;;69;1556961113000;1556961113000;1556961113000.0
taskFinished;taskComplete;;67;1556961118000;1556961118000;1556961118000.0
taskComplete;taskComplete;;91;1556961143000;1556961143000;1556961143000.0
taskComplete;taskDelivered;;86;1556961144000;1556961144000;1556961144000.0
taskDelivered;taskOperation;;88;1556961165000;1556961165000;1556961165000.0
taskOperation;taskCostSpent;;88;1556961165000;1556961165000;1556961165000.0
taskCostSpent;taskAssigned;;88;1556961982000;1556961982000;1556961982000.0
taskAssigned;taskCostSpent;;88;1556961165000;1556961165000;1556961165000.0
taskCostSpent;taskDelivered;;88;1556961982000;1556961982000;1556961982000.0
taskDelivered;taskComplete;;76;1556961131000;1556961131000;1556961131000.0
taskComplete;taskOperation;;72;1556961142000;1556961142000;1556961142000.0
taskOperation;taskCostSpent;;76;1556961131000;1556961131000;1556961131000.0
taskCostSpent;taskAssigned;;76;1556961662000;1556961662000;1556961662000.0
taskAssigned;taskCostSpent;;76;1556961131000;1556961131000;1556961131000.0
taskCostSpent;taskDelivered;;76;1556961662000;1556961662000;1556961662000.0
taskDelivered;taskOperation;;72;1556961142000;1556961142000;1556961142000.0
taskOperation;taskCostSpent;;72;1556961142000;1556961142000;1556961142000.0
taskCostSpent;taskAssigned;;72;1556961202000;1556961202000;1556961202000.0
taskAssigned;taskSupported;;72;1556961142000;1556961142000;1556961142000.0
taskSupported;taskCostSpent;;72;1556961202000;1556961202000;1556961202000.0
taskCostSpent;taskDelivered;;72;1556961202000;1556961202000;1556961202000.0
taskDelivered;taskOperation;;91;1556961203000;1556961203000;1556961203000.0
taskOperation;taskSupported;;91;1556961203000;1556961203000;1556961203000.0
taskSupported;taskSupported;;91;1556961803000;1556961803000;1556961803000.0
taskSupported;taskCostSpent;;91;1556961803000;1556961803000;1556961803000.0
taskCostSpent;taskDelivered;;91;1556961803000;1556961803000;1556961803000.0
taskDelivered;taskOperation;;86;1556961204000;1556961204000;1556961204000.0
taskOperation;taskCostSpent;;86;1556961204000;1556961204000;1556961204000.0
taskCostSpent;taskAssigned;;86;1556961944000;1556961944000;1556961944000.0
taskAssigned;taskCostSpent;;86;1556961204000;1556961204000;1556961204000.0
taskCostSpent;taskComplete;;86;1556961944000;1556961944000;1556961944000.0
taskComplete;taskFinished;;72;1556961202000;1556961202000;1556961202000.0
taskFinished;taskDelivered;;72;1556961202000;1556961202000;1556961202000.0
taskDelivered;taskOperation;;78;1556961242000;1556961242000;1556961242000.0
taskOperation;taskCostSpent;;78;1556961242000;1556961242000;1556961242000.0
taskCostSpent;taskAssigned;;78;1556961644000;1556961644000;1556961644000.0
taskAssigned;taskCostSpent;;78;1556961242000;1556961242000;1556961242000.0
taskCostSpent;taskComplete;;78;1556961644000;1556961644000;1556961644000.0
taskComplete;taskComplete;;93;1556961314000;1556961314000;1556961314000.0
taskComplete;taskDelivered;;92;1556961330000;1556961330000;1556961330000.0
taskDelivered;taskOperation;;73;1556961323000;1556961323000;1556961323000.0
taskOperation;taskCostSpent;;73;1556961323000;1556961323000;1556961323000.0
taskCostSpent;taskAssigned;;73;1556961836000;1556961836000;1556961836000.0
taskAssigned;taskCostSpent;;73;1556961323000;1556961323000;1556961323000.0
taskCostSpent;taskDelivered;;73;1556961836000;1556961836000;1556961836000.0
taskDelivered;taskDelivered;;92;1556961390000;1556961390000;1556961390000.0
taskDelivered;taskComplete;;93;1556961374000;1556961374000;1556961374000.0
taskComplete;taskOperation;;89;1556961396000;1556961396000;1556961396000.0
taskOperation;taskSupported;;93;1556961374000;1556961374000;1556961374000.0
taskSupported;taskSupported;;93;1556961974000;1556961974000;1556961974000.0
taskSupported;taskCostSpent;;93;1556961974000;1556961974000;1556961974000.0
taskCostSpent;taskOperation;;93;1556961974000;1556961974000;1556961974000.0
taskOperation;taskSupported;;92;1556961390000;1556961390000;1556961390000.0
taskSupported;taskSupported;;92;1556961990000;1556961990000;1556961990000.0
taskSupported;taskCostSpent;;92;1556961990000;1556961990000;1556961990000.0
taskCostSpent;taskNew;;92;1556961990000;1556961990000;1556961990000.0
taskNew;taskDelivered;;98;1556961431000;1556961431000;1556961431000.0
taskDelivered;taskOperation;;98;1556961431000;1556961431000;1556961431000.0
taskOperation;taskCostSpent;;98;1556961431000;1556961431000;1556961431000.0
taskCostSpent;taskAssigned;;98;1556962317000;1556962317000;1556962317000.0
taskAssigned;taskCostSpent;;98;1556961431000;1556961431000;1556961431000.0
taskCostSpent;taskDelivered;;98;1556962317000;1556962317000;1556962317000.0
taskDelivered;taskComplete;;89;1556961456000;1556961456000;1556961456000.0
